flow_info: flow_psh, fpkts_per_second, total_bhlen, flow_iat_max, backward_packet_length_max, forward_iat_std, total_length_of_forward_packets, backward_packet_length_std, forward_iat_min, total_fhlen, total_length_of_backward_packets, total_backward_packets, forward_iat_max, forward_packet_length_mean, backward_iat_min, flow_iat_min, backward_packet_length_min, flow_syn, bpkts_per_second, flow_protocol, forward_iat_total, forward_packet_length_min, backward_iat_max, flow_iat_total, flow_urg, flow_fin, flow_ece, forward_packet_length_std, backward_packet_length_mean, flow_iat_std, flow_ack, backward_iat_total, backward_iat_mean, flow_rst, total_forward_packets, flow_packets_per_second, backward_iat_std, flow_cwr, forward_iat_mean, flow_iat_mean, forward_packet_length_max: serial: start_time, end_time: attack_label: infection_label: reconnaissance_label: attack_labeled: infection_labeled: reconnaissance_labeled: benign_probability: attack_probability: infection_probability: reconnaissance_probability
127.0.0.1/9020-127.0.0.2/9784: 15, 369.0, 9963, 0.21564698219299316, 66, 0.07, 520834, 0.0, 7.2479248046875e-05, 810, 1980, 30, 0.21535658836364746, 1411.4742547425474, 1.6450881958007812e-05, 7.2479248046875e-05, 66, 0, 30.0, 6, 34.31525754928589, 96, 0.13248682022094727, 38.78881120681763, 0, 0, 0, 231.06, 66.0, 0.07, 399, 1.9787487983703613, 0.07, 0, 369, 399.0, 0.06, 0, 0.09, 0.1, 1458: 11: 1716505792.9, 1716505793.9: 0: 0: 0: 0: 0: 0: 0.47536688208480954: 0.1748777054441613: 0.17487770522165522: 0.17487770724937396
127.0.0.3/80-127.0.0.4/3167: 8, 50.0, 1350, 0.0013911724090576172, -1, 0.0, 72228, -1, 1.8596649169921875e-05, 0, 0, 0, 0.0013911724090576172, 1444.56, 99999, 1.8596649169921875e-05, -1, 0, 0.0, 6, 0.038259267807006836, 1018, -1, 0.038259267807006836, 0, 0, 0, 165.83, 0, 0.0, 50, 0, -1, 0, 50, 50.0, -1, 0, 0.0, 0.0, 1514: 12: 1716505792.9, 1716505793.9: 0: 0: 0: 0: 0: 0: 0.47536688641848723: 0.17487770452713858: 0.17487770452713858: 0.17487770452723556
127.0.0.1/9020-127.0.0.2/9784: 15, 368.0, 9936, 0.2155745029449463, 66, 0.07, 519380, 0.0, 0.0003197193145751953, 783, 1914, 29, 0.21528410911560059, 1411.358695652174, 1.5497207641601562e-05, 0.0003197193145751953, 66, 0, 29.0, 6, 34.28858518600464, 96, 0.13247036933898926, 38.67687678337097, 0, 0, 0, 231.37, 66.0, 0.07, 397, 1.978271722793579, 0.07, 0, 368, 397.0, 0.06, 0, 0.09, 0.1, 1458: 13: 1716505793.0, 1716505794.0: 0: 0: 0: 0: 0: 0: 0.47536688194233545: 0.17487770548856774: 0.1748777052437146: 0.17487770732538227
127.0.0.3/80-127.0.0.4/3167: 8, 49.0, 1323, 0.0013725757598876953, -1, 0.0, 70714, -1, 1.71661376953125e-05, 0, 0, 0, 0.0013725757598876953, 1443.142857142857, 99999, 1.71661376953125e-05, -1, 0, 0.0, 6, 0.037348031997680664, 1018, -1, 0.037348031997680664, 0, 0, 0, 167.21, 0, 0.0, 49, 0, -1, 0, 49, 49.0, -1, 0, 0.0, 0.0, 1514: 14: 1716505793.0, 1716505794.0: 0: 0: 0: 0: 0: 0: 0.47536688641850117: 0.17487770452713639: 0.17487770452713639: 0.17487770452722604
127.0.0.1/9020-127.0.0.2/9784: 15, 367.0, 9909, 0.2152547836303711, 66, 0.07, 517926, 0.0, 0.00018095970153808594, 756, 1848, 28, 0.2149643898010254, 1411.2425068119892, 3.0279159545898438e-05, 0.00018095970153808594, 66, 0, 28.0, 6, 34.17124819755554, 96, 0.13245487213134766, 38.46748352050781, 0, 0, 0, 231.67, 66.0, 0.07, 395, 1.9778378009796143, 0.07, 0, 367, 395.0, 0.06, 0, 0.09, 0.1, 1458: 15: 1716505793.0, 1716505794.0: 0: 0: 0: 0: 0: 0: 0.4753668817865036: 0.1748777055377405: 0.17487770526788848: 0.1748777074078673
127.0.0.3/80-127.0.0.4/3167: 8, 48.0, 1296, 0.0013554096221923828, -1, 0.0, 69200, -1, 3.0994415283203125e-05, 0, 0, 0, 0.0013554096221923828, 1441.6666666666667, 99999, 3.0994415283203125e-05, -1, 0, 0.0, 6, 0.036524057388305664, 1018, -1, 0.036524057388305664, 0, 0, 0, 168.63, 0, 0.0, 48, 0, -1, 0, 48, 48.0, -1, 0, 0.0, 0.0, 1514: 16: 1716505793.0, 1716505794.0: 0: 0: 0: 0: 0: 0: 0.47536688641851416: 0.17487770452713433: 0.17487770452713433: 0.1748777045272172
127.0.0.1/9020-127.0.0.2/9784: 15, 366.0, 9882, 0.215073823928833, 66, 0.07, 516472, 0.0, 0.0001347064971923828, 729, 1782, 27, 0.2147834300994873, 1411.1256830601094, 1.5020370483398438e-05, 0.0001347064971923828, 66, 0, 27.0, 6, 34.1050169467926, 96, 0.13242459297180176, 38.31356644630432, 0, 0, 0, 231.97, 66.0, 0.07, 393, 1.977020263671875, 0.07, 0, 366, 393.0, 0.06, 0, 0.09, 0.1, 1458: 17: 1716505793.1, 1716505794.1: 0: 0: 0: 0: 0: 0: 0.4753668816283769: 0.17487770558913002: 0.1748777052924293: 0.17487770749006373
127.0.0.3/80-127.0.0.4/3167: 7, 47.0, 1269, 0.0013244152069091797, -1, 0.0, 67842, -1, 1.71661376953125e-05, 0, 0, 0, 0.0013244152069091797, 1443.4468085106382, 99999, 1.71661376953125e-05, -1, 0, 0.0, 6, 0.03506731986999512, 1018, -1, 0.03506731986999512, 0, 0, 0, 169.97, 0, 0.0, 47, 0, -1, 0, 47, 47.0, -1, 0, 0.0, 0.0, 1514: 18: 1716505793.1, 1716505794.1: 0: 0: 0: 0: 0: 0: 0.4753668864185359: 0.17487770452713092: 0.17487770452713092: 0.17487770452720233
127.0.0.1/9020-127.0.0.2/9784: 15, 365.0, 9855, 0.21493911743164062, 66, 0.07, 515018, 0.0, 0.00013446807861328125, 702, 1716, 26, 0.21464872360229492, 1411.0082191780823, 0.00022101402282714844, 0.00013446807861328125, 66, 0, 26.0, 6, 34.05584907531738, 96, 0.13240957260131836, 38.17824697494507, 0, 0, 0, 232.28, 66.0, 0.07, 391, 1.9766297340393066, 0.08, 0, 365, 391.0, 0.06, 0, 0.09, 0.1, 1458: 19: 1716505793.1, 1716505794.1: 0: 0: 0: 0: 0: 0: 0.4753668816272877: 0.17487770560601035: 0.17487770529179109: 0.174877707474911
127.0.0.3/80-127.0.0.4/3167: 7, 46.0, 1242, 0.0013072490692138672, -1, 0.0, 66328, -1, 4.887580871582031e-05, 0, 0, 0, 0.0013072490692138672, 1441.9130434782608, 99999, 4.887580871582031e-05, -1, 0, 0.0, 6, 0.03427767753601074, 1018, -1, 0.03427767753601074, 0, 0, 0, 171.48, 0, 0.0, 46, 0, -1, 0, 46, 46.0, -1, 0, 0.0, 0.0, 1514: 20: 1716505793.1, 1716505794.1: 0: 0: 0: 0: 0: 0: 0.47536688641854624: 0.17487770452712925: 0.17487770452712925: 0.17487770452719523
127.0.0.1/9020-127.0.0.2/9784: 41, 439.0, 11853, 0.5131208896636963, 66, 0.17, 590450, 0.0, 0.00025582313537597656, 1323, 3234, 49, 0.5131208896636963, 1344.98861047836, 1.8358230590820312e-05, 0.00025582313537597656, 66, 0, 49.0, 6, 72.13830828666687, 96, 0.42668938636779785, 88.35536694526672, 0, 0, 0, 360.67, 66.0, 0.18, 488, 12.168870210647583, 0.25, 0, 439, 488.0, 0.18, 0, 0.16, 0.18, 1458: 21: 1716505793.2, 1716505794.2: 0: 0: 0: 0: 0: 0: 0.4753668864182811: 0.17487770452717302: 0.17487770452720672: 0.17487770452733908
127.0.0.3/80-127.0.0.4/3167: 12, 67.0, 1809, 0.29202747344970703, -1, 0.14, 92628, -1, 0.0002562999725341797, 0, 0, 0, 0.29202747344970703, 1382.5074626865671, 99999, 0.0002562999725341797, -1, 0, 0.0, 6, 6.436696529388428, 66, -1, 6.436696529388428, 0, 1, 0, 322.58, 0, 0.14, 67, 0, -1, 0, 67, 67.0, -1, 0, 0.1, 0.1, 1514: 22: 1716505793.2, 1716505794.2: 0: 0: 0: 0: 0: 0: 0.4753668679555753: 0.17487770744483497: 0.17487770744483497: 0.17487771715475464
127.0.0.8/5752-127.0.0.1/23: 0, 1.0, 24, -1, -1, 0.0, 54, -1, 99999, 0, 0, 0, -1, 54.0, 99999, 99999, -1, 0, 0.0, 6, 0, 54, -1, 0, 0, 0, 0, 0.0, 0, 0.0, 1, 0, -1, 0, 1, 1.0, -1, 0, 0.0, 0.0, 54: 23: 1716505793.2, 1716505794.2: 0: 1: 0: 0: 1: 0: 0.16325203598930757: 0.23518412590891943: 0.4389877171561132: 0.1625761209456597
127.0.0.8/5753-127.0.0.1/23: 5, 9.0, 216, 0.004099130630493164, -1, 0.0, 514, -1, 0.0001621246337890625, 0, 0, 0, 0.004099130630493164, 57.111111111111114, 99999, 0.0001621246337890625, -1, 0, 0.0, 6, 0.014892101287841797, 54, -1, 0.014892101287841797, 0, 0, 0, 2.85, 0, 0.0, 9, 0, -1, 0, 9, 9.0, -1, 0, 0.0, 0.0, 61: 24: 1716505793.2, 1716505794.2: 0: 1: 0: 0: 1: 0: 0.17332683311024455: 0.18246351858341384: 0.47092350649108816: 0.1732861418152535
127.0.0.5/5353-127.0.0.6/5353: 0, 3.0, 81, 0.00016498565673828125, -1, 0.0, 357, -1, 4.076957702636719e-05, 0, 0, 0, 0.00016498565673828125, 119.0, 99999, 4.076957702636719e-05, -1, 0, 0.0, 17, 0.00020575523376464844, 119, -1, 0.00020575523376464844, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 119: 25: 1716505793.2, 1716505794.2: 0: 0: 0: 1: 0: 0: 0.17573560926211787: 0.47411434449823536: 0.17507502311963447: 0.1750750231200123
127.0.0.49/2887-127.0.0.1/554: 0, 1.0, 24, -1, -1, 0.0, 54, -1, 99999, 0, 0, 0, -1, 54.0, 99999, 99999, -1, 0, 0.0, 6, 0, 54, -1, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 1, 1, 1.0, -1, 0, 0.0, 0.0, 54: 26: 1716505793.2, 1716505794.2: 0: 0: 1: 0: 0: 1: 0.1748613237088323: 0.17489735829154193: 0.1749202055026038: 0.4753211124970221
127.0.0.49/2887-127.0.0.1/25: 0, 1.0, 25, -1, -1, 0.0, 58, -1, 99999, 0, 0, 0, -1, 58.0, 99999, 99999, -1, 1, 0.0, 6, 0, 58, -1, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 1, 1.0, -1, 0, 0.0, 0.0, 58: 27: 1716505793.2, 1716505794.2: 0: 0: 1: 0: 1: 1: 0.13773699690994026: 0.13995075511772956: 0.34790513359833447: 0.37440711437399576
127.0.0.49/2887-127.0.0.1/0: 0, 1.0, 25, -1, -1, 0.0, 58, -1, 99999, 0, 0, 0, -1, 58.0, 99999, 99999, -1, 1, 0.0, 6, 0, 58, -1, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 1, 1.0, -1, 0, 0.0, 0.0, 58: 28: 1716505793.2, 1716505794.2: 0: 0: 1: 0: 1: 1: 0.13773699690994026: 0.13995075511772956: 0.34790513359833447: 0.37440711437399576
127.0.0.1/9020-127.0.0.2/9784: 41, 438.0, 11826, 0.5128650665283203, 66, 0.17, 588996, 0.0, 7.748603820800781e-05, 1296, 3168, 48, 0.5128650665283203, 1344.7397260273972, 1.5974044799804688e-05, 7.748603820800781e-05, 66, 0, 48.0, 6, 72.02625775337219, 96, 0.42667102813720703, 88.14842081069946, 0, 0, 0, 361.04, 66.0, 0.18, 486, 12.167989015579224, 0.25, 0, 438, 486.0, 0.18, 0, 0.16, 0.18, 1458: 29: 1716505793.3, 1716505794.3: 0: 0: 0: 0: 0: 0: 0.47536688641826347: 0.1748777045271761: 0.17487770452721113: 0.17487770452734944
127.0.0.3/80-127.0.0.4/3167: 11, 66.0, 1782, 0.29177117347717285, -1, 0.14, 91454, -1, 1.8358230590820312e-05, 0, 0, 0, 0.29177117347717285, 1385.6666666666667, 99999, 1.8358230590820312e-05, -1, 0, 0.0, 6, 6.419780731201172, 66, -1, 6.419780731201172, 0, 1, 0, 323.98, 0, 0.14, 66, 0, -1, 0, 66, 66.0, -1, 0, 0.1, 0.1, 1514: 30: 1716505793.3, 1716505794.3: 0: 0: 0: 0: 0: 0: 0.4753668696375606: 0.17487770717903064: 0.17487770717903064: 0.17487771600437807
127.0.0.5/5353-127.0.0.6/5353: 0, 2.0, 54, 0.00012421607971191406, -1, 0.0, 238, -1, 0.00012421607971191406, 0, 0, 0, 0.00012421607971191406, 119.0, 99999, 0.00012421607971191406, -1, 0, 0.0, 17, 0.00012421607971191406, 119, -1, 0.00012421607971191406, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 2, 2.0, -1, 0, 0.0, 0.0, 119: 31: 1716505793.3, 1716505794.3: 0: 0: 0: 1: 0: 0: 0.17577246804157273: 0.47406061179890924: 0.17508346007958875: 0.1750834600799294
127.0.0.1/9020-127.0.0.2/9784: 41, 437.0, 11799, 0.5127875804901123, 66, 0.17, 587542, 0.0, 5.0067901611328125e-05, 1269, 3102, 47, 0.5127875804901123, 1344.4897025171624, 1.52587890625e-05, 5.0067901611328125e-05, 66, 0, 47.0, 6, 71.9923963546753, 96, 0.4266550540924072, 88.02853894233704, 0, 0, 0, 361.42, 66.0, 0.18, 484, 12.167238235473633, 0.26, 0, 437, 484.0, 0.17, 0, 0.16, 0.18, 1458: 32: 1716505793.3, 1716505794.3: 0: 0: 0: 0: 0: 0: 0.4753668864182465: 0.17487770452717905: 0.17487770452721518: 0.17487770452735932
127.0.0.3/80-127.0.0.4/3167: 11, 65.0, 1755, 0.29175281524658203, -1, 0.14, 89940, -1, 1.6450881958007812e-05, 0, 0, 0, 0.29175281524658203, 1383.6923076923076, 99999, 1.6450881958007812e-05, -1, 0, 0.0, 6, 6.4185874462127686, 66, -1, 6.4185874462127686, 0, 1, 0, 326.07, 0, 0.14, 65, 0, -1, 0, 65, 65.0, -1, 0, 0.1, 0.1, 1514: 33: 1716505793.3, 1716505794.3: 0: 0: 0: 0: 0: 0: 0.4753668706428774: 0.17487770702016034: 0.17487770702016034: 0.174877715316802
127.0.0.8/5753-127.0.0.1/23: 4, 8.0, 192, 0.0039370059967041016, -1, 0.0, 455, -1, 0.0004622936248779297, 0, 0, 0, 0.0039370059967041016, 56.875, 99999, 0.0004622936248779297, -1, 0, 0.0, 6, 0.013595104217529297, 54, -1, 0.013595104217529297, 0, 0, 0, 2.93, 0, 0.0, 8, 0, -1, 0, 8, 8.0, -1, 0, 0.0, 0.0, 61: 34: 1716505793.3, 1716505794.3: 0: 1: 0: 0: 1: 0: 0.17353912908712887: 0.1814747209710835: 0.47148980561544424: 0.17349634432634325
127.0.0.5/5353-127.0.0.6/5353: 0, 1.0, 27, -1, -1, 0.0, 119, -1, 99999, 0, 0, 0, -1, 119.0, 99999, 99999, -1, 0, 0.0, 17, 0, 119, -1, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 1, 1.0, -1, 0, 0.0, 0.0, 119: 35: 1716505793.3, 1716505794.3: 0: 0: 0: 1: 0: 0: 0.1881740412553185: 0.45634917295098115: 0.17773839291251622: 0.17773839288118423
127.0.0.1/9020-127.0.0.2/9784: 41, 436.0, 11772, 0.512737512588501, 66, 0.17, 586088, 0.0, 0.00013446807861328125, 1242, 3036, 46, 0.512737512588501, 1344.2385321100917, 1.4543533325195312e-05, 0.00013446807861328125, 66, 0, 46.0, 6, 71.97056674957275, 96, 0.4266397953033447, 87.92208909988403, 0, 0, 0, 361.8, 66.0, 0.18, 482, 12.166536331176758, 0.26, 0, 436, 482.0, 0.17, 0, 0.17, 0.18, 1458: 36: 1716505793.4, 1716505794.4: 0: 0: 0: 0: 0: 0: 0.47536688641823527: 0.174877704527181: 0.17487770452721862: 0.17487770452736512
127.0.0.3/80-127.0.0.4/3167: 11, 64.0, 1728, 0.291736364364624, -1, 0.14, 88426, -1, 1.71661376953125e-05, 0, 0, 0, 0.291736364364624, 1381.65625, 99999, 1.71661376953125e-05, -1, 0, 0.0, 6, 6.417534589767456, 66, -1, 6.417534589767456, 0, 1, 0, 328.2, 0, 0.14, 64, 0, -1, 0, 64, 64.0, -1, 0, 0.1, 0.1, 1514: 37: 1716505793.4, 1716505794.4: 0: 0: 0: 0: 0: 0: 0.47536687160826413: 0.17487770686760015: 0.17487770686760015: 0.17487771465653568
127.0.0.8/5753-127.0.0.1/23: 4, 7.0, 168, 0.003474712371826172, -1, 0.0, 401, -1, 0.0003330707550048828, 0, 0, 0, 0.003474712371826172, 57.285714285714285, 99999, 0.0003330707550048828, -1, 0, 0.0, 6, 0.010359048843383789, 54, -1, 0.010359048843383789, 0, 0, 0, 2.91, 0, 0.0, 7, 0, -1, 0, 7, 7.0, -1, 0, 0.0, 0.0, 61: 38: 1716505793.4, 1716505794.4: 0: 1: 0: 0: 1: 0: 0.1737141980532113: 0.18064750841183871: 0.4719668117495775: 0.1736714817853725
127.0.0.1/9020-127.0.0.2/9784: 41, 435.0, 11745, 0.5126030445098877, 66, 0.17, 584634, 0.0, 6.175041198730469e-05, 1215, 2970, 45, 0.5126030445098877, 1343.9862068965517, 1.4781951904296875e-05, 6.175041198730469e-05, 66, 0, 45.0, 6, 71.91207313537598, 96, 0.42662525177001953, 87.77526211738586, 0, 0, 0, 362.17, 66.0, 0.18, 480, 12.165881872177124, 0.27, 0, 435, 480.0, 0.17, 0, 0.17, 0.18, 1458: 39: 1716505793.4, 1716505794.4: 0: 0: 0: 0: 0: 0: 0.47536688641823355: 0.1748777045271815: 0.17487770452721846: 0.17487770452736653
127.0.0.3/80-127.0.0.4/3167: 11, 63.0, 1701, 0.2917191982269287, -1, 0.14, 86912, -1, 1.5735626220703125e-05, 0, 0, 0, 0.2917191982269287, 1379.5555555555557, 99999, 1.5735626220703125e-05, -1, 0, 0.0, 6, 6.416453123092651, 66, -1, 6.416453123092651, 0, 1, 0, 330.36, 0, 0.14, 63, 0, -1, 0, 63, 63.0, -1, 0, 0.1, 0.1, 1514: 40: 1716505793.4, 1716505794.4: 0: 0: 0: 0: 0: 0: 0.47536687251990345: 0.17487770672353367: 0.17487770672353367: 0.1748777140330293
127.0.0.8/5753-127.0.0.1/23: 3, 6.0, 144, 0.003141641616821289, -1, 0.0, 340, -1, 4.124641418457031e-05, 0, 0, 0, 0.003141641616821289, 56.666666666666664, 99999, 4.124641418457031e-05, -1, 0, 0.0, 6, 0.008360624313354492, 54, -1, 0.008360624313354492, 0, 0, 0, 2.69, 0, 0.0, 6, 0, -1, 0, 6, 6.0, -1, 0, 0.0, 0.0, 60: 41: 1716505793.4, 1716505794.4: 0: 1: 0: 0: 1: 0: 0.17384819118483927: 0.18002078907588492: 0.47232647393232446: 0.17380454580695134
127.0.0.1/9020-127.0.0.2/9784: 60, 476.0, 12852, 0.782426118850708, 66, 0.24, 619614, 0.0, 4.6253204345703125e-05, 1836, 4488, 68, 0.7823946475982666, 1301.7100840336134, 1.5020370483398438e-05, 4.6253204345703125e-05, 66, 0, 68.0, 6, 104.21503829956055, 96, 0.7003107070922852, 138.36800932884216, 0, 0, 0, 418.74, 66.0, 0.25, 544, 28.569123029708862, 0.42, 0, 476, 544.0, 0.24, 0, 0.22, 0.25, 1458: 42: 1716505793.6, 1716505794.6: 0: 0: 0: 0: 0: 0: 0.4753668864186715: 0.17487770452710946: 0.1748777045271095: 0.17487770452710957
127.0.0.3/80-127.0.0.4/3167: 11, 62.0, 1674, 0.291703462600708, -1, 0.14, 85398, -1, 1.5497207641601562e-05, 0, 0, 0, 0.291703462600708, 1377.3870967741937, 99999, 1.5497207641601562e-05, -1, 0, 0.0, 6, 6.415477514266968, 66, -1, 6.415477514266968, 0, 1, 0, 332.57, 0, 0.14, 62, 0, -1, 0, 62, 62.0, -1, 0, 0.1, 0.1, 1514: 43: 1716505793.6, 1716505794.6: 0: 0: 0: 0: 0: 0: 0.47536687338226813: 0.17487770658725407: 0.17487770658725407: 0.17487771344322378
127.0.0.8/5753-127.0.0.1/23: 4, 8.0, 192, 0.23459529876708984, -1, 0.11, 454, -1, 0.001210927963256836, 0, 0, 0, 0.23459529876708984, 56.75, 99999, 0.001210927963256836, -1, 0, 0.0, 6, 0.7083909511566162, 54, -1, 0.7083909511566162, 0, 0, 0, 2.77, 0, 0.11, 8, 0, -1, 0, 8, 8.0, -1, 0, 0.09, 0.09, 60: 44: 1716505793.6, 1716505794.6: 0: 1: 0: 0: 1: 0: 0.15791608660673664: 0.2549351745770144: 0.4292356781088515: 0.15791306070739752
