flow_info: flow_psh, fpkts_per_second, total_bhlen, flow_iat_max, backward_packet_length_max, forward_iat_std, total_length_of_forward_packets, backward_packet_length_std, forward_iat_min, total_fhlen, total_length_of_backward_packets, total_backward_packets, forward_iat_max, forward_packet_length_mean, backward_iat_min, flow_iat_min, backward_packet_length_min, flow_syn, bpkts_per_second, flow_protocol, forward_iat_total, forward_packet_length_min, backward_iat_max, flow_iat_total, flow_urg, flow_fin, flow_ece, forward_packet_length_std, backward_packet_length_mean, flow_iat_std, flow_ack, backward_iat_total, backward_iat_mean, flow_rst, total_forward_packets, flow_packets_per_second, backward_iat_std, flow_cwr, forward_iat_mean, flow_iat_mean, forward_packet_length_max: serial: start_time, end_time: attack_label: infection_label: reconnaissance_label: attack_labeled: infection_labeled: reconnaissance_labeled: benign_probability: attack_probability: infection_probability: reconnaissance_probability
127.0.0.1/9020-127.0.0.2/9784: 15, 367.0, 9909, 0.20765233039855957, 66, 0.07, 517926, 0.0, 7.915496826171875e-05, 783, 1914, 29, 0.20735883712768555, 1411.2425068119892, 4.315376281738281e-05, 7.915496826171875e-05, 66, 0, 29.0, 6, 28.306546449661255, 96, 0.14601516723632812, 32.12213850021362, 0, 0, 0, 231.67, 66.0, 0.07, 396, 2.0281143188476562, 0.07, 0, 367, 396.0, 0.06, 0, 0.08, 0.08, 1458: 15: 1716506174.5, 1716506175.5: 0: 0: 0: 0: 0: 0: 0.47536686469957695: 0.17487771426330115: 0.17487771198447363: 0.17487770905264827
127.0.0.3/80-127.0.0.4/3167: 8, 48.0, 1296, 0.006914377212524414, -1, 0.0, 69200, -1, 7.700920104980469e-05, 0, 0, 0, 0.006914377212524414, 1441.6666666666667, 99999, 7.700920104980469e-05, -1, 0, 0.0, 6, 0.2849407196044922, 1018, -1, 0.2849407196044922, 0, 0, 0, 168.63, 0, 0.0, 48, 0, -1, 0, 48, 48.0, -1, 0, 0.01, 0.01, 1514: 16: 1716506174.5, 1716506175.5: 0: 0: 0: 0: 0: 0: 0.4753668864186676: 0.17487770452711007: 0.17487770452711007: 0.17487770452711224
127.0.0.1/9020-127.0.0.2/9784: 15, 366.0, 9882, 0.20757317543029785, 66, 0.07, 516472, 0.0, 6.604194641113281e-05, 756, 1848, 28, 0.20727968215942383, 1411.1256830601094, 3.1948089599609375e-05, 6.604194641113281e-05, 66, 0, 28.0, 6, 28.277575731277466, 96, 0.14597201347351074, 32.029314279556274, 0, 0, 0, 231.97, 66.0, 0.07, 394, 2.0269060134887695, 0.07, 0, 366, 394.0, 0.06, 0, 0.08, 0.08, 1458: 17: 1716506174.5, 1716506175.5: 0: 0: 0: 0: 0: 0: 0.4753668637221921: 0.1748777150020121: 0.17487771198428823: 0.17487770929150762
127.0.0.3/80-127.0.0.4/3167: 7, 47.0, 1269, 0.006837368011474609, -1, 0.0, 67842, -1, 2.9087066650390625e-05, 0, 0, 0, 0.006837368011474609, 1443.4468085106382, 99999, 2.9087066650390625e-05, -1, 0, 0.0, 6, 0.28132128715515137, 1018, -1, 0.28132128715515137, 0, 0, 0, 169.97, 0, 0.0, 47, 0, -1, 0, 47, 47.0, -1, 0, 0.01, 0.01, 1514: 18: 1716506174.5, 1716506175.5: 0: 0: 0: 0: 0: 0: 0.4753668864186685: 0.17487770452710996: 0.17487770452710996: 0.17487770452711165
127.0.0.1/9020-127.0.0.2/9784: 15, 365.0, 9855, 0.20750713348388672, 66, 0.07, 515018, 0.0, 6.961822509765625e-05, 729, 1782, 27, 0.2072136402130127, 1411.0082191780823, 4.506111145019531e-05, 6.961822509765625e-05, 66, 0, 27.0, 6, 28.253470420837402, 96, 0.14594006538391113, 31.941824674606323, 0, 0, 0, 232.28, 66.0, 0.07, 392, 2.02604341506958, 0.08, 0, 365, 392.0, 0.06, 0, 0.08, 0.08, 1458: 19: 1716506174.6, 1716506175.6: 0: 0: 0: 0: 0: 0: 0.4753668631558872: 0.17487771558137666: 0.17487771183088013: 0.1748777094318558
127.0.0.3/80-127.0.0.4/3167: 7, 46.0, 1242, 0.006808280944824219, -1, 0.0, 66328, -1, 0.0001609325408935547, 0, 0, 0, 0.006808280944824219, 1441.9130434782608, 99999, 0.0001609325408935547, -1, 0, 0.0, 6, 0.2799832820892334, 1018, -1, 0.2799832820892334, 0, 0, 0, 171.48, 0, 0.0, 46, 0, -1, 0, 46, 46.0, -1, 0, 0.01, 0.01, 1514: 20: 1716506174.6, 1716506175.6: 0: 0: 0: 0: 0: 0: 0.47536688641866887: 0.17487770452710988: 0.17487770452710988: 0.17487770452711138
127.0.0.1/9020-127.0.0.2/9784: 41, 439.0, 11853, 0.5295693874359131, 66, 0.18, 590450, 0.0, 7.486343383789062e-05, 1350, 3300, 50, 0.5295693874359131, 1344.98861047836, 7.128715515136719e-05, 7.486343383789062e-05, 66, 0, 50.0, 6, 67.46092009544373, 96, 0.4634413719177246, 83.59799718856812, 0, 0, 0, 360.67, 66.0, 0.19, 489, 13.059951543807983, 0.26, 0, 439, 489.0, 0.2, 0, 0.15, 0.17, 1458: 21: 1716506174.7, 1716506175.7: 0: 0: 0: 0: 0: 0: 0.4753668863946153: 0.174877704531: 0.17487770454347282: 0.17487770453091192
127.0.0.3/80-127.0.0.4/3167: 12, 67.0, 1809, 0.314739465713501, -1, 0.14, 92628, -1, 0.005712985992431641, 0, 0, 0, 0.314739465713501, 1382.5074626865671, 99999, 0.005712985992431641, -1, 0, 0.0, 6, 7.084622621536255, 66, -1, 7.084622621536255, 0, 1, 0, 322.58, 0, 0.14, 67, 0, -1, 0, 67, 67.0, -1, 0, 0.11, 0.11, 1514: 22: 1716506174.7, 1716506175.7: 0: 0: 0: 0: 0: 0: 0.4753668854591444: 0.17487770467874364: 0.17487770467874364: 0.17487770518336823
127.0.0.8/5752-127.0.0.1/23: 0, 1.0, 24, -1, -1, 0.0, 54, -1, 99999, 0, 0, 0, -1, 54.0, 99999, 99999, -1, 0, 0.0, 6, 0, 54, -1, 0, 0, 0, 0, 0.0, 0, 0.0, 1, 0, -1, 0, 1, 1.0, -1, 0, 0.0, 0.0, 54: 23: 1716506174.7, 1716506175.7: 0: 1: 0: 0: 1: 0: 0.16774542191372369: 0.21268609201867233: 0.45238579201348683: 0.1671826940541172
127.0.0.8/5753-127.0.0.1/23: 5, 9.0, 216, 0.009740114212036133, -1, 0.0, 514, -1, 0.005483865737915039, 0, 0, 0, 0.009740114212036133, 57.111111111111114, 99999, 0.005483865737915039, -1, 0, 0.0, 6, 0.05972766876220703, 54, -1, 0.05972766876220703, 0, 0, 0, 2.85, 0, 0.0, 9, 0, -1, 0, 9, 9.0, -1, 0, 0.01, 0.01, 61: 24: 1716506174.7, 1716506175.7: 0: 1: 0: 1: 1: 0: 0.1491718120288514: 0.2962274269669967: 0.4054339313374171: 0.1491668296667346
127.0.0.5/5353-127.0.0.6/5353: 0, 3.0, 81, 0.000171661376953125, -1, 0.0, 357, -1, 5.5789947509765625e-05, 0, 0, 0, 0.000171661376953125, 119.0, 99999, 5.5789947509765625e-05, -1, 0, 0.0, 17, 0.00022745132446289062, 119, -1, 0.00022745132446289062, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 119: 25: 1716506174.7, 1716506175.7: 0: 0: 0: 1: 0: 0: 0.17489235862729294: 0.475345460938031: 0.1748810902172638: 0.17488109021741216
127.0.0.49/2887-127.0.0.1/554: 0, 1.0, 24, -1, -1, 0.0, 54, -1, 99999, 0, 0, 0, -1, 54.0, 99999, 99999, -1, 0, 0.0, 6, 0, 54, -1, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 1, 1, 1.0, -1, 0, 0.0, 0.0, 54: 26: 1716506174.7, 1716506175.7: 0: 0: 1: 0: 0: 1: 0.17464285047085226: 0.1746497794003294: 0.175980236221462: 0.47472713390735627
127.0.0.49/2887-127.0.0.1/25: 0, 1.0, 25, -1, -1, 0.0, 58, -1, 99999, 0, 0, 0, -1, 58.0, 99999, 99999, -1, 1, 0.0, 6, 0, 58, -1, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 1, 1.0, -1, 0, 0.0, 0.0, 58: 27: 1716506174.7, 1716506175.7: 0: 0: 1: 0: 1: 1: 0.13578532726324027: 0.13776838745633932: 0.3573446781195839: 0.36910160716083645
127.0.0.49/2887-127.0.0.1/0: 0, 1.0, 25, -1, -1, 0.0, 58, -1, 99999, 0, 0, 0, -1, 58.0, 99999, 99999, -1, 1, 0.0, 6, 0, 58, -1, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 1, 1.0, -1, 0, 0.0, 0.0, 58: 28: 1716506174.7, 1716506175.7: 0: 0: 1: 0: 1: 1: 0.13578532726324027: 0.13776838745633932: 0.3573446781195839: 0.36910160716083645
127.0.0.1/9020-127.0.0.2/9784: 41, 438.0, 11826, 0.5294945240020752, 66, 0.18, 588996, 0.0, 6.628036499023438e-05, 1323, 3234, 49, 0.5294945240020752, 1344.7397260273972, 1.7881393432617188e-05, 6.628036499023438e-05, 66, 0, 49.0, 6, 67.42812991142273, 96, 0.46337008476257324, 83.49999618530273, 0, 0, 0, 361.04, 66.0, 0.19, 487, 13.056458473205566, 0.27, 0, 438, 487.0, 0.19, 0, 0.15, 0.17, 1458: 29: 1716506174.7, 1716506175.7: 0: 0: 0: 0: 0: 0: 0.47536688639306746: 0.17487770453125723: 0.1748777045445187: 0.17487770453115659
127.0.0.3/80-127.0.0.4/3167: 11, 66.0, 1782, 0.30902647972106934, -1, 0.14, 91454, -1, 1.8835067749023438e-05, 0, 0, 0, 0.30902647972106934, 1385.6666666666667, 99999, 1.8835067749023438e-05, -1, 0, 0.0, 6, 6.707565546035767, 66, -1, 6.707565546035767, 0, 1, 0, 323.98, 0, 0.14, 66, 0, -1, 0, 66, 66.0, -1, 0, 0.1, 0.1, 1514: 30: 1716506174.7, 1716506175.7: 0: 0: 0: 0: 0: 0: 0.4753668856494179: 0.17487770464867475: 0.17487770464867475: 0.1748777050532327
127.0.0.5/5353-127.0.0.6/5353: 0, 2.0, 54, 0.00011587142944335938, -1, 0.0, 238, -1, 0.00011587142944335938, 0, 0, 0, 0.00011587142944335938, 119.0, 99999, 0.00011587142944335938, -1, 0, 0.0, 17, 0.00011587142944335938, 119, -1, 0.00011587142944335938, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 2, 2.0, -1, 0, 0.0, 0.0, 119: 31: 1716506174.7, 1716506175.7: 0: 0: 0: 1: 0: 0: 0.17489229084510763: 0.4753455600386385: 0.17488107455805962: 0.1748810745581942
127.0.0.1/9020-127.0.0.2/9784: 41, 437.0, 11799, 0.529428243637085, 66, 0.18, 587542, 0.0, 6.508827209472656e-05, 1296, 3168, 48, 0.529428243637085, 1344.4897025171624, 1.6450881958007812e-05, 6.508827209472656e-05, 66, 0, 48.0, 6, 67.399165391922, 96, 0.4633522033691406, 83.40631127357483, 0, 0, 0, 361.42, 66.0, 0.19, 485, 13.0556001663208, 0.27, 0, 437, 485.0, 0.19, 0, 0.15, 0.17, 1458: 32: 1716506174.8, 1716506175.8: 0: 0: 0: 0: 0: 0: 0.47536688639153846: 0.17487770453151355: 0.1748777045455496: 0.17487770453139828
127.0.0.3/80-127.0.0.4/3167: 11, 65.0, 1755, 0.3090076446533203, -1, 0.14, 89940, -1, 1.8596649169921875e-05, 0, 0, 0, 0.3090076446533203, 1383.6923076923076, 99999, 1.8596649169921875e-05, -1, 0, 0.0, 6, 6.70634126663208, 66, -1, 6.70634126663208, 0, 1, 0, 326.07, 0, 0.14, 65, 0, -1, 0, 65, 65.0, -1, 0, 0.1, 0.1, 1514: 33: 1716506174.8, 1716506175.8: 0: 0: 0: 0: 0: 0: 0.475366885719966: 0.17487770463752597: 0.17487770463752597: 0.17487770500498198
127.0.0.8/5753-127.0.0.1/23: 4, 8.0, 192, 0.004256248474121094, -1, 0.0, 455, -1, 0.0007991790771484375, 0, 0, 0, 0.004256248474121094, 56.875, 99999, 0.0007991790771484375, -1, 0, 0.0, 6, 0.01585674285888672, 54, -1, 0.01585674285888672, 0, 0, 0, 2.93, 0, 0.0, 8, 0, -1, 0, 8, 8.0, -1, 0, 0.0, 0.0, 61: 34: 1716506174.8, 1716506175.8: 0: 1: 0: 1: 1: 0: 0.15117438738119005: 0.2867883705631926: 0.41086918890465063: 0.15116805315096662
127.0.0.5/5353-127.0.0.6/5353: 0, 1.0, 27, -1, -1, 0.0, 119, -1, 99999, 0, 0, 0, -1, 119.0, 99999, 99999, -1, 0, 0.0, 17, 0, 119, -1, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 1, 1.0, -1, 0, 0.0, 0.0, 119: 35: 1716506174.8, 1716506175.8: 0: 0: 0: 1: 0: 0: 0.18385156609650352: 0.46244076439811643: 0.1768538347742864: 0.17685383473109353
127.0.0.1/9020-127.0.0.2/9784: 60, 478.0, 12906, 0.7508537769317627, 66, 0.24, 622522, 0.0, 6.437301635742188e-05, 1917, 4686, 71, 0.7507717609405518, 1302.347280334728, 1.5974044799804688e-05, 6.437301635742188e-05, 66, 0, 71.0, 6, 97.98848176002502, 96, 0.6894118785858154, 131.30406546592712, 0, 0, 0, 417.98, 66.0, 0.25, 549, 28.953208923339844, 0.41, 0, 478, 549.0, 0.24, 0, 0.2, 0.24, 1458: 36: 1716506175.1, 1716506176.1: 0: 0: 0: 0: 0: 0: 0.47536688641866187: 0.174877704527111: 0.17487770452711618: 0.174877704527111
127.0.0.3/80-127.0.0.4/3167: 11, 64.0, 1728, 0.3089890480041504, -1, 0.14, 88426, -1, 1.6689300537109375e-05, 0, 0, 0, 0.3089890480041504, 1381.65625, 99999, 1.6689300537109375e-05, -1, 0, 0.0, 6, 6.705151081085205, 66, -1, 6.705151081085205, 0, 1, 0, 328.2, 0, 0.14, 64, 0, -1, 0, 64, 64.0, -1, 0, 0.1, 0.1, 1514: 37: 1716506175.1, 1716506176.1: 0: 0: 0: 0: 0: 0: 0.47536688578440484: 0.17487770462734273: 0.17487770462734273: 0.17487770496090974
127.0.0.8/5753-127.0.0.1/23: 5, 10.0, 240, 0.18474769592285156, -1, 0.08, 569, -1, 0.00026416778564453125, 0, 0, 0, 0.18474769592285156, 56.9, 99999, 0.00026416778564453125, -1, 0, 0.0, 6, 0.5625090599060059, 54, -1, 0.5625090599060059, 0, 0, 0, 2.95, 0, 0.08, 10, 0, -1, 0, 10, 10.0, -1, 0, 0.06, 0.06, 61: 38: 1716506175.1, 1716506176.1: 0: 1: 0: 1: 1: 0: 0.1415110176596789: 0.3323285853236141: 0.38465000830425866: 0.1415103887124484
127.0.0.49/2887-127.0.0.1/2106: 0, 2.0, 50, 3.314018249511719e-05, -1, 0.0, 116, -1, 3.314018249511719e-05, 0, 0, 0, 3.314018249511719e-05, 58.0, 99999, 3.314018249511719e-05, -1, 2, 0.0, 6, 3.314018249511719e-05, 58, -1, 3.314018249511719e-05, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 2, 2.0, -1, 0, 0.0, 0.0, 58: 39: 1716506175.1, 1716506176.1: 0: 0: 1: 0: 0: 1: 0.17447245765049083: 0.1745161092613329: 0.1767461218902567: 0.47426531119791954
127.0.0.49/2887-127.0.0.1/1111: 0, 4.0, 100, 0.028400421142578125, -1, 0.01, 232, -1, 0.0007317066192626953, 0, 0, 0, 0.028400421142578125, 58.0, 99999, 0.0007317066192626953, -1, 4, 0.0, 6, 0.030829906463623047, 58, -1, 0.030829906463623047, 0, 0, 0, 0.0, 0, 0.01, 0, 0, -1, 0, 4, 4.0, -1, 0, 0.01, 0.01, 58: 40: 1716506175.1, 1716506176.1: 0: 0: 1: 0: 0: 1: 0.17487770302229147: 0.17487771162726448: 0.17487770302229158: 0.47536688232815233
127.0.0.49/2887-127.0.0.1/4242: 0, 3.0, 75, 0.0017240047454833984, -1, 0.0, 174, -1, 0.0007593631744384766, 0, 0, 0, 0.0017240047454833984, 58.0, 99999, 0.0007593631744384766, -1, 3, 0.0, 6, 0.002483367919921875, 58, -1, 0.002483367919921875, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 58: 41: 1716506175.1, 1716506176.1: 0: 0: 1: 0: 0: 1: 0.17487763005806936: 0.17487805560265574: 0.17487763034844164: 0.4753666839908332
127.0.0.49/2887-127.0.0.1/3390: 0, 3.0, 75, 0.001749277114868164, -1, 0.0, 174, -1, 0.00078582763671875, 0, 0, 0, 0.001749277114868164, 58.0, 99999, 0.00078582763671875, -1, 3, 0.0, 6, 0.002535104751586914, 58, -1, 0.002535104751586914, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 58: 42: 1716506175.1, 1716506176.1: 0: 0: 1: 0: 0: 1: 0.17487763005260412: 0.17487805562844394: 0.17487763034297474: 0.47536668397597714
127.0.0.49/2887-127.0.0.1/215: 0, 3.0, 75, 0.0017604827880859375, -1, 0.0, 174, -1, 0.0008122920989990234, 0, 0, 0, 0.0017604827880859375, 58.0, 99999, 0.0008122920989990234, -1, 3, 0.0, 6, 0.002572774887084961, 58, -1, 0.002572774887084961, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 58: 43: 1716506175.1, 1716506176.1: 0: 0: 1: 0: 0: 1: 0.174877630050122: 0.1748780556401571: 0.17487763034049097: 0.47536668396923004
127.0.0.49/2887-127.0.0.1/2160: 0, 3.0, 75, 0.0017795562744140625, -1, 0.0, 174, -1, 0.0008382797241210938, 0, 0, 0, 0.0017795562744140625, 58.0, 99999, 0.0008382797241210938, -1, 3, 0.0, 6, 0.0026178359985351562, 58, -1, 0.0026178359985351562, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 58: 44: 1716506175.1, 1716506176.1: 0: 0: 1: 0: 0: 1: 0.174877630045936: 0.17487805565990822: 0.17487763033630443: 0.4753666839578514
